Stock,MAE,RMSE,MAPE
AAPL,7.240030841760688,9.607776995509484,2.537383987388401
MSFT,11.828913802157244,14.77933304366283,2.5540906660643805
NVDA,11.89277247498218,13.699197619630256,6.05363026622928
AMZN,5.006877675336435,7.044923180951174,2.1011809388307037
GOOGL,32.95090599819447,39.36994860848753,10.068424881902144
